RANK,COMPANY,EXECUTIVE NAME,NET WORTH,COUNTRY
1908,Drones,Lu Di,1700000000.0,China
1909,Solar,Ron Corio,1700000000.0,United States
1909,Education,Peter Sperling,1700000000.0,United States
1911,Diversified,Harald Link,1700000000.0,Thailand
1912,"Transport, logistics",Norbert Dentressangle & family,1700000000.0,France
1913,Real estate,Chu Mang Yee & family,1700000000.0,China
1914,Investments,Liora Ofer,1700000000.0,Israel
1915,Agribusiness,Xu Yingzhuo,1700000000.0,China
1916,Payments software,Pieter van der Does,1700000000.0,Netherlands
1917,"Hotels, diversified",Faisal Bin Qassim Al Thani,1700000000.0,Qatar
1918,Mining,Sam Chong,1700000000.0,Australia
1919,Real estate development,Alain Taravella,1700000000.0,France
1920,Real estate,Jorge Perez,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Kevin Glazer,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Darcie Glazer Kassewitz,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Edward Glazer,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Bryan Glazer,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Joel Glazer,1700000000.0,United States
1921,"Manchester United, Tampa Bay Buccaneers",Avram Glazer,1700000000.0,United States
1921,Waffle House,Joe Rogers Jr,1700000000.0,United States
1921,Real estate,Vasily Anisimov,1700000000.0,Croatia
1929,Retail,Georg Haub,1700000000.0,Germany
1930,Mobile gaming,Luo Yuhao,1700000000.0,China
1931,Investments,Bill Gross,1700000000.0,United States
1932,Agriculture,Igor Khudokormov,1700000000.0,Russia
1933,Consumer goods,Amit Burman,1700000000.0,India
1934,Manufacturing,Ingrid Wu,1700000000.0,United States
1935,Energy services,Ian Wood & family,1700000000.0,United Kingdom
1936,Beer,Andres Santo Domingo,1700000000.0,United States
1937,Diversified,Shao Qinxiang,1700000000.0,China
1938,Real estate,Asok Kumar Hiranandani,1700000000.0,Singapore
1939,Private Equity,Adebayo Ogunlesi,1700000000.0,United States
1940,Diversified,Lorinc Meszaros,1700000000.0,Hungary
1941,Indian snacks,Shivratan Agarwal,1700000000.0,India
1942,Investments,Gretel Packer,1700000000.0,Australia
1943,Hotels,Toshio Motoya,1700000000.0,Japan
1944,Powdered metal,Jenny Lindén Urnes,1700000000.0,Sweden
1945,Industrial equipment,Mitchell Jacobson,1700000000.0,United States
1946,Fashion retail,Daniel Hirschfeld,1700000000.0,United States
1947,Consumer goods,Saket Burman,1700000000.0,United Kingdom
1948,"Petroleum, diversified",Aziz Akhannouch & family,1700000000.0,Morocco
1949,Telecom,Kenny Troutt,1700000000.0,United States
1950,Silicon,Huang Dawen,1700000000.0,Hong Kong
1951,Consumer products,Li Jianquan & family,1700000000.0,Hong Kong
1952,Retail,Artem Khachatryan,1600000000.0,Russia
1953,Electronics,C.C. Leung,1600000000.0,Taiwan
1954,Diversified,Elizabeth Sy,1600000000.0,Philippines
1955,Investments,Jeffrey Gundlach,1600000000.0,United States
1956,Insurance,Jayme Garfinkel & family,1600000000.0,Brazil
1957,DirecTV,Stanley Hubbard,1600000000.0,United States
1958,Medical technology,Friederike Braun-Luedicke,1600000000.0,Germany
1958,Medical technology,Bernhard Braun-Luedicke,1600000000.0,Germany
1958,Medical technology,Eva Maria Braun-Luedicke,1600000000.0,Germany
1961,Investments,Katharina Andresen,1600000000.0,Norway
1962,Snacks,Shiv Kishan Agrawal,1600000000.0,India
1963,Semiconductors,Archie Hwang,1600000000.0,Taiwan
1964,Investments,Nelson Peltz,1600000000.0,United States
1965,Oil refining,Paul Foster,1600000000.0,United States
1966,"Hotels, investments",Nicholas Pritzker,1600000000.0,United States
1967,Oil & gas,Daniel Chiu,1600000000.0,Hong Kong
1968,Banking,Wee Ee Cheong,1600000000.0,Singapore
1969,Banking,Ana Lucia de Mattos Barretto Villela,1600000000.0,Brazil
1970,Sports drink,Mike Repole,1600000000.0,United States
1971,Investments,Sue Gross,1600000000.0,United States
1972,Auto components,Naresh Jain,1600000000.0,India
1973,"Payments, banking",Kristo Käärmann,1600000000.0,Estonia
1974,Manufacturing,K.C. Liu,1600000000.0,Taiwan
1975,Flavorings,Liu Xiaodong,1600000000.0,China
1976,"Metals, investments",Evgeny (Eugene) Shvidler,1600000000.0,United States
1977,"Energy, real estate",Lin Fanlian,1600000000.0,China
1978,Cloud storage service,Drew Houston,1600000000.0,United States
1979,Battery components,Deng Weiming & family,1600000000.0,China
1980,Pharmaceuticals,Lam Kong,1600000000.0,China
1981,Data management,Jeffrey Michael & family,1600000000.0,United States
1982,Aviation,Kapil Bhatia,1600000000.0,India
1983,Kitchen appliances,Ren Jianhua,1600000000.0,China
1984,Software,Chi Yufeng,1600000000.0,China
1985,Biopharmaceuticals,Ulrike Baro,1600000000.0,Germany
1986,Auto parts,Suresh Krishna,1600000000.0,India
1987,Investments,Alexandra Andresen,1600000000.0,Norway
1988,Investments,Alpana Dangi,1600000000.0,India
1989,"Manufacturing, investment",Heloise Pratt,1600000000.0,Australia
1990,"Gold, coal mining",Konstantin Strukov & family,1600000000.0,Russia
1991,Toll roads,David Peñaloza Alanís,1600000000.0,Mexico
1992,Real estate,Chen Yung-tai,1600000000.0,Taiwan
1993,Real estate,Wang Zhenhua,1600000000.0,China
1994,Financial services,Sara George Muthoot,1600000000.0,India
1994,Financial services,George Jacob Muthoot,1600000000.0,India
1994,Financial services,George Thomas Muthoot,1600000000.0,India
1994,Financial services,George Alexander Muthoot,1600000000.0,India
1998,Pharmaceuticals,Liu Gexin & family,1600000000.0,China
1999,Solar systems,Dean Solon,1600000000.0,United States
2000,"Forestry, mining",Patricia Angelini Rossi,1600000000.0,Chile
2001,Real estate,Eduardo Costantini,1600000000.0,Argentina
2002,Generic drugs,Carlos Sanchez,1600000000.0,Brazil
2003,Banking,Sasson Dayan & family,1600000000.0,Brazil
2004,Financial services,Hemendra Kothari,1600000000.0,India
2005,"Elevators, escalators",Heikki Herlin,1600000000.0,Finland
2006,Real estate,Kwee Liong Phing,1600000000.0,Singapore
2006,Real estate,Kwee Liong Seen,1600000000.0,Singapore
2006,Real estate,Kwee Liong Keng,1600000000.0,Singapore
2006,Real estate,Kwee Liong Tek,1600000000.0,Singapore
2010,Retail,Sidney Kimmel,1600000000.0,United States
2011,Metal processing,Yuan Fugen & family,1600000000.0,China
2012,Gym equipment,Nerio Alessandri,1600000000.0,Italy
2013,Pharmaceutical,Leopoldo Espinosa Abdalá,1600000000.0,Mexico
2013,Pharmaceuticals,Fernando Espinosa Abdalá,1600000000.0,Mexico
2015,Steel tubes,Saroj Rani Gupta,1600000000.0,India
2016,Manufacturing,Liang Feng,1600000000.0,China
2017,Real estate,Ivan Chrenko,1600000000.0,Slovakia
2018,Real estate,Ben Ashkenazy,1600000000.0,United States
2019,Online gaming,Kim Jung-min,1600000000.0,South Korea
2019,Online gaming,Kim Jung-youn,1600000000.0,South Korea
2021,Investments,Farkhad Akhmedov,1600000000.0,Russia
2022,Telecom,Terence (Terry) Matthews,1600000000.0,Canada
2023,"Executive search, investments",David Hoffmann,1600000000.0,United States
2024,Logistics,Zhang Xiaojuan,1600000000.0,China
2025,Plastics,Mahaveer Prasad Taparia,1600000000.0,India
2026,Pig breeding,He Zuxun,1600000000.0,China
2027,Medical diagnostics,Arvind Lal,1600000000.0,India
2028,Investments,Leonid Simanovsky,1600000000.0,Russia
2029,Real estate,George Marcus,1600000000.0,United States
2030,"Loews, New York Giants",Laurie Tisch,1600000000.0,United States
2030,"Loews, New York Giants",Steven Tisch,1600000000.0,United States
2032,"Real estate, hotels",Kishin RK,1600000000.0,Singapore
2032,"Real estate, hotels",Raj Kumar,1600000000.0,Singapore
2034,Luxury goods,Paolo Bulgari,1600000000.0,Italy
2035,Sports,Toto Wolff,1600000000.0,Austria
2036,IT consulting,Bharat Desai,1600000000.0,United States
2037,Energy,Ali Metin Kazanci,1600000000.0,Turkey
2038,skincare,Zhang Liguo,1600000000.0,China
2039,Mobile payments,Jim McKelvey,1600000000.0,United States
2040,Biotech,Robert Langer,1500000000.0,United States
2041,Retail,Thomas Bruch,1500000000.0,Germany
2042,Smartphones,Li Wanqiang,1500000000.0,China
2043,Retail,Ron Sim,1500000000.0,Singapore
2044,Petrochemicals,Tseng Cheng,1500000000.0,Taiwan
2045,Fashion retail,Bernd Freier,1500000000.0,Germany
2046,Glass,Yu Qibing & family,1500000000.0,China
2047,Search engine,Arkady Volozh,1500000000.0,Russia
2048,Plastics,Shivratan Taparia,1500000000.0,India
2049,Diversified,Sebastian Kulczyk,1500000000.0,Poland
2050,"Real estate, diversified",Antonio Percassi,1500000000.0,Italy
2051,homebuilding,Patrick Zalupski,1500000000.0,United States
2052,Smartphones,Hong Feng,1500000000.0,China
2053,Roku,Anthony Wood,1500000000.0,United States
2054,Internet search,Melissa Ma,1500000000.0,China
2055,Money management,Alfred West Jr,1500000000.0,United States
2056,Finance,Angelo Koo,1500000000.0,Taiwan
2057,Air conditioning parts,Albert Nahmad,1500000000.0,United States
2058,Fine jewelry,Robert Mouawad,1500000000.0,Lebanon
2059,fintech,Cristina Junqueira,1500000000.0,Brazil
2060,Blockchain technology,Nikil Viswanathan,1500000000.0,United States
2060,Blockchain technology,Joe Lau,1500000000.0,United States
2062,Tire,Qin Long,1500000000.0,China
2063,Biopharmaceuticals,Christine Franken & family,1500000000.0,Germany
2064,Pharmaceuticals,Wu Yulan,1500000000.0,China
2065,Real estate,John Van Lieshout,1500000000.0,Australia
2066,Homebuilding,Itzhak Ezratti & family,1500000000.0,United States
2067,Finance services,Carsten Maschmeyer,1500000000.0,Germany
2068,Gap,Doris Fisher,1500000000.0,United States
2069,"Finance, real estate",Sandor Csanyi,1500000000.0,Hungary
2070,"Hotels, investments",Liesel Pritzker Simmons,1500000000.0,United States
2071,Communication equipment,Chen Zhisong,1500000000.0,China
2072,Diversified,Antti Aarnio-Wihuri,1500000000.0,Finland
2073,Electrodes,Federico De Nora,1500000000.0,Italy
2074,"Energy, banking, construction",Ahmet Calik,1500000000.0,Turkey
2075,"Real estate, hotels",Koh Wee Meng,1500000000.0,Singapore
2076,Packaging,Wu Lanlan & family,1500000000.0,China
2077,Sports,Jennifer Steinbrenner Swindal,1500000000.0,United States
2077,Sports,Hal Steinbrenner,1500000000.0,United States
2077,Sports,Jessica Steinbrenner,1500000000.0,United States
2080,Banking,Michiel Le Roux,1500000000.0,South Africa
2081,Conglomerate,Yi Dasheng,1500000000.0,China
2082,Bakery chain,Wu Zhigang & family,1500000000.0,China
2083,Batteries,Chen Qiongxiang,1500000000.0,China
2084,Software,Huang Shan,1500000000.0,China
2085,retail,Nikolay Fartushnyak,1500000000.0,Russia
2086,Measuring instruments,Tian Ming,1500000000.0,China
2087,Investments,Ben Navarro,1500000000.0,United States
2088,Coca-Cola bottler,Carmen Daurella Aguilera,1500000000.0,Spain
2089,"Shipping, real estate",Athanasios Martinos & family,1500000000.0,Greece
2090,Hedge funds,John Armitage,1500000000.0,Ireland
2091,"Investments, real estate",Igor Rotenberg,1500000000.0,Russia
2092,Messaging software,Stewart Butterfield,1500000000.0,Canada
2093,Diversified,Agustín Coppel Luken,1500000000.0,Mexico
2094,Semiconductor,Li Min,1500000000.0,China
2095,Financial services,Annalisa Doris,1500000000.0,Italy
2096,Asset management,Thomas von Koch,1500000000.0,Sweden
2097,Dental materials,Christoph Zeller,1500000000.0,Liechtenstein
2098,Financial services,Massimo Doris,1500000000.0,Italy
2099,Online games,Xu Zhenhua,1500000000.0,China
2099,Online games,Justin Yuan,1500000000.0,China
2101,"Fashion retail, investments",Barbara Benetton,1500000000.0,Italy
2102,Cable television,Alan Gerry,1500000000.0,United States
2103,Shoes,Alessandro Rosano,1500000000.0,Italy
2104,Hotels,William Heinecke,1500000000.0,Thailand
2105,Alcohol,Yuri Shefler,1500000000.0,Russia
2106,Healthcare IT,Jeff Tangney,1500000000.0,United States
2107,Beverages,Yao Kuizhang,1500000000.0,China
2108,Real estate services,Stephen Winn,1500000000.0,United States
2109,I.T.,Peter Kelly,1500000000.0,United Kingdom
2110,Hospitality,Lee Su-jin,1500000000.0,South Korea
2111,Oil,Vladimir Bogdanov,1500000000.0,Russia
2112,Software,Ivan Zhao,1500000000.0,Canada
2113,Energy and Utilities,Femi Otedola,1500000000.0,Nigeria
2114,Retail,Andrei Krivenko,1500000000.0,Russia
2115,Auto parts,Sunjay Kapur,1500000000.0,United States
2116,Mining,Dan Gertler,1500000000.0,Israel
2117,Snacks,Manohar Lal Agarwal,1500000000.0,India
2118,Investments,Ke Xiping & family,1500000000.0,China
2119,Finance,Rajesh Sharma,1500000000.0,India
2120,software,Nir Zuk,1500000000.0,United States
2121,"Investments, art",Carmen Thyssen,1500000000.0,Spain
2122,Tires,Yuan Zhongxue,1500000000.0,China
2123,"Movies, digital effects",Peter Jackson,1500000000.0,New Zealand
2124,Online recruitment,Peng Zhao,1500000000.0,China
2125,"Palm oil, property",Lau Cho Kun,1500000000.0,Malaysia
2126,Chemicals,Ruan Shuilong & family,1500000000.0,China
2127,"Real estate, manufacturing",John Bloor,1500000000.0,United Kingdom
2128,Express delivery,Lai Jianfa,1500000000.0,China
2129,Software,Eduard Kucera,1500000000.0,Czech Republic
2130,Finance,Gerald Schwartz,1500000000.0,Canada
2131,Healthcare,Li Li,1500000000.0,China
2132,Money management,Stephen Jarislowsky,1500000000.0,Canada
2133,Gambling products,Fredrik Österberg,1500000000.0,Sweden
2134,Pharmaceuticals,G.V. Prasad,1500000000.0,India
2135,Mining,Chris Wallin,1500000000.0,Australia
2136,Diversified,Lee Ho-jin,1500000000.0,South Korea
2137,Pharmaceuticals,Giammaria Giuliani,1500000000.0,Switzerland
2138,Pharmaceuticals,Gan Zhongru,1500000000.0,China
2139,Healthcare,Su Qingcan,1500000000.0,China
2140,Batteries,Wu Yingming,1500000000.0,China
2141,Hygiene products,Sze Man Bok,1500000000.0,China
2142,Pharmaceuticals,Mustafa Hamied,1500000000.0,India
2143,Biotech,Noubar Afeyan,1500000000.0,United States
2144,"Pharmaceuticals, diversified",Bulent Eczacibasi,1400000000.0,Turkey
2145,Tires,Onkar Kanwar,1400000000.0,India
2146,"Utilities, diversified",Romano Minozzi,1400000000.0,Italy
2147,Real estate,Masaaki Arai,1400000000.0,Japan
2148,Logistics,Nie Tengyun & family,1400000000.0,China
2149,Kansas City Chiefs,Sharron Hunt & family,1400000000.0,United States
2149,Kansas City Chiefs,Daniel Hunt & family,1400000000.0,United States
2149,Kansas City Chiefs,Clark Hunt & family,1400000000.0,United States
2149,Kansas City Chiefs,Lamar Hunt Jr & family,1400000000.0,United States
2149,baseball,Frank McCourt,1400000000.0,United States
2154,Smartphones,Zhu Zhaojiang,1400000000.0,China
2155,Pharmaceuticals,Mori Arkin,1400000000.0,Israel
2156,Manufacturing,Parakramsinh Jadeja,1400000000.0,India
2157,Drones,Swift Xie,1400000000.0,China
2158,"Steel, autoparts",Francisco Jose Riberas Mera,1400000000.0,Spain
2159,Semiconductor,Zhang Shilong & family,1400000000.0,China
2160,Pharmaceuticals,Randal J. Kirk,1400000000.0,United States
2161,Fashion retailer,Bernard Lewis & family,1400000000.0,United Kingdom
2162,Manufacturing,David McMurtry,1400000000.0,United Kingdom
2163,Electronic components,Yu Lili,1400000000.0,China
2164,Building materials,Igor Rybakov,1400000000.0,Russia
2164,Building materials,Sergei Kolesnikov,1400000000.0,Russia
2166,Pharmacies,Mario Verrocchi,1400000000.0,Australia
2167,Palm oil,Bachtiar Karim,1400000000.0,Indonesia
2168,Car rentals,Alexander Sixt,1400000000.0,Germany
2168,Car rentals,Konstantin Sixt,1400000000.0,Germany
2170,Real estate,Niranjan Hiranandani,1400000000.0,India
2171,Stock trading app,Baiju Bhatt,1400000000.0,United States
2172,Agribusiness,Ivan Savvidis & family,1400000000.0,Russia
2173,"Banking, insurance",Othman Benjelloun & family,1400000000.0,Morocco
2174,Drugstores,Brandt Louie,1400000000.0,Canada
2175,Construction equipment,Vijay Agarwal,1400000000.0,India
2176,electrical equipment,Zhou Liangzhang & family,1400000000.0,China
2177,Cloud computing,Jared Smith,1400000000.0,United States
2178,Insurance,Henry Engelhardt,1400000000.0,United States
2179,Banking,Lloyd Blankfein,1400000000.0,United States
2180,software,Steven Schuurman,1400000000.0,Netherlands
2181,Beer,Jim Koch,1400000000.0,United States
2182,Footwear,Horst Wortmann & family,1400000000.0,Germany
2183,Financial services,Lina Tombolato,1400000000.0,Italy
2184,Real Estate,M.R. Jaishankar,1400000000.0,India
2185,Flipkart,Binny Bansal,1400000000.0,India
2186,Medical technology,Johanna Braun,1400000000.0,Germany
2186,Medical technology,Karl Friedrich Braun,1400000000.0,Germany
2186,Medical technology,Anna Maria Braun,1400000000.0,Germany
2189,Software,Marius Nacht,1400000000.0,Israel
2190,Real estate,Vincent Lo,1400000000.0,Hong Kong
2191,Cargill,William MacMillan,1400000000.0,United States
2191,Cargill,Martha MacMillan,1400000000.0,United States
2191,Cargill,John MacMillan,1400000000.0,United States
2191,Cargill,Cargill MacMillan III,1400000000.0,United States
2195,Real Estate,Maxim Shubarev,1400000000.0,Russia
2196,Coking,Yang Xuegang,1400000000.0,China
2197,Household chemicals,Chen Kaichen,1400000000.0,China
2198,Pharmaceuticals,Ye Xiaoping,1400000000.0,China
2199,software,Christopher Stolte,1400000000.0,United States
2200,smartphones,Huang Jiangji,1400000000.0,Hong Kong
2201,Pet Food,Qin Hua,1400000000.0,China
2202,Data analytics,Ali Ghodsi,1400000000.0,Sweden
2202,"Construction, investments",Ayman Hariri,1400000000.0,Lebanon
2204,Real estate,Yu Peidi,1400000000.0,Hong Kong
2205,Robots,Brett Adcock,1400000000.0,United States
2206,"Construction, pipes, chemicals",Boris Rotenberg,1400000000.0,Russia
2207,home appliance stores,Igor Yakovlev,1400000000.0,Russia
2208,Chemicals,Li Jiaquan,1400000000.0,China
2209,Real estate,Gordon Wu,1400000000.0,Hong Kong
2210,Food,Wan Long,1400000000.0,China
2211,Automotive technology,Ziv Aviram,1400000000.0,Israel
2212,Consumer electronics,Gu Wei,1400000000.0,China
2213,Chemicals,Soegiarto Adikoesoemo,1400000000.0,Indonesia
2214,Construction materials,Li Weiguo,1400000000.0,China
2215,Pharmaceuticals,Lei Jufang,1400000000.0,China
2216,"Software, investments",Brad Keywell,1400000000.0,United States
2217,"Steel, investments",Juan Maria Riberas Mera,1400000000.0,Spain
2218,packaged food,Liu Weiping,1400000000.0,China
2219,Hospitals,Naresh Trehan,1400000000.0,India
2220,"Sugar, ethanol",Rubens Ometto Silveira Mello,1400000000.0,Brazil
2221,Home appliances,Fang Hongbo,1400000000.0,China
2222,Gambling products,Jens von Bahr,1400000000.0,Sweden
2223,Payroll processing,Chad Richison,1400000000.0,United States
2224,Lithium,Li Liangbin,1400000000.0,China
2225,Online games,Mark Pincus,1400000000.0,United States
2226,Shoes,Mario Moretti Polegato & family,1400000000.0,Italy
2227,Steel,Gao Xingjiang,1400000000.0,China
2228,Semiconductors,Weili Dai,1400000000.0,United States
2229,Real estate,Li Sze Lim,1400000000.0,Hong Kong
2230,Real estate,Wei Huang,1400000000.0,China
2231,Electrical components,Li Zhiyuan,1400000000.0,China
2232,Stock trading app,Vlad Tenev,1400000000.0,United States
2233,Investments,Alberto Cortina,1400000000.0,Spain
2234,Tyre manufacturing machinery,Zhang Gongyun,1400000000.0,China
2235,Online retail,Yusaku Maezawa,1400000000.0,Japan
2236,"Music, cosmetics",Rihanna,1400000000.0,Barbados
2237,"Chemicals, logistics",Xu Chuanhua & family,1400000000.0,China
2238,Shoes,Diego Della Valle,1400000000.0,Italy
2239,Medical technology,Ludwig Theodor Braun,1400000000.0,Germany
2240,textiles,Kenneth Lo,1400000000.0,United Kingdom
2241,Consumer goods,Pan Dong,1400000000.0,Canada
2242,Diversified,Kwek Leng Keow,1400000000.0,Singapore
2243,Food & beverage retailing,Shirley Kao,1400000000.0,Taiwan
2244,Diversified,Kwek Leng Peck,1400000000.0,Singapore
2245,"Movies, television",Tyler Perry,1400000000.0,United States
2246,Retail,Sergey Shnayder & family,1400000000.0,Russia
2247,Diversified,Neide Helena de Moraes,1400000000.0,Brazil
2247,Diversified,Jose Ermirio de Moraes Neto,1400000000.0,Brazil
2247,Diversified,Jose Roberto Ermirio de Moraes,1400000000.0,Brazil
2250,Nvidia,Harvey Jones,1400000000.0,United States
2251,Mining,Luo Yangyong & family,1400000000.0,China
2252,Software,Tope Awotona,1400000000.0,United States
2253,Cosmetics,Yoshiaki Yoshida,1300000000.0,Japan
2254,Software,Frederic Luddy,1300000000.0,United States
2255,Oil,Paul Novelly & family,1300000000.0,United States
2256,Software,Darwin Deason,1300000000.0,United States
2257,Investments,Joseph Steinberg,1300000000.0,United States
2258,Loews,James Tisch,1300000000.0,United States
2259,Real estate,Naomi Azrieli,1300000000.0,Canada
2259,Real estate,Sharon Azrieli,1300000000.0,Canada
2259,Real estate,Danna Azrieli,1300000000.0,Israel
2262,Retail,Nobutoshi Shimamura,1300000000.0,Japan
2263,Pharmacy,Vadim Yakunin,1300000000.0,Russia
2264,Hygiene products,Hui Lin Chit,1300000000.0,China
2265,Banking,Wee Ee Chao,1300000000.0,Singapore
2266,Hedge funds,Michael Steinhardt,1300000000.0,United States
2267,Banking,Wee Ee Lim,1300000000.0,Singapore
2268,Agrochemicals,Rajju Shroff,1300000000.0,India
2269,Real estate,Christopher Kwok,1300000000.0,Hong Kong
2270,Auto parts,Ke Guihua,1300000000.0,China
2271,Seaport,Michel Litvak,1300000000.0,Russia
2272,Real estate,Edward Kwok,1300000000.0,Hong Kong
2273,Real estate,Lin Dingqiang & family,1300000000.0,Hong Kong
2274,Retail,Adrian Paval,1300000000.0,Romania
2275,Pharmaceuticals,Xie Juhua & family,1300000000.0,China
2276,Steel,Jose Maria Aristrain,1300000000.0,Spain
2277,retail,Christoffel Wiese,1300000000.0,South Africa
2278,Iron ore mining,Lin Lairong & family,1300000000.0,China
2279,"Media, real estate",Krit Ratanarak,1300000000.0,Thailand
2280,Industrial Machinery,Mariana Voigt Schwartz Gomes,1300000000.0,Brazil
2281,Industrial Machinery,Eduardo Voigt Schwartz,1300000000.0,Brazil
2282,"Genentech, Apple",Art Levinson,1300000000.0,United States
2283,Jewelry,Zhou Zongwen & family,1300000000.0,China
2284,Software,Daniel Dines,1300000000.0,Romania
2285,Hotels,Petter Stordalen & family,1300000000.0,Norway
2286,gaming,Min-Liang Tan,1300000000.0,Singapore
2287,Spanx,Sara Blakely,1300000000.0,United States
2288,Medical equipment,Jin Lei & family,1300000000.0,China
2289,Software,Xue Xiangdong & family,1300000000.0,China
2290,Investments,Richard Kayne,1300000000.0,United States
2291,Poultry,Fu Guangming & family,1300000000.0,China
2292,"food, retail",Mustafa Latif Topbas,1300000000.0,Turkey
2293,"Batteries, investments",Michael Tojner,1300000000.0,Austria
2294,Casinos,Manuel Lao Hernández & family,1300000000.0,Spain
2295,Fisheries,Vitaly Orlov,1300000000.0,Russia
2296,Beverages,Nobutada Saji,1300000000.0,Japan
2297,Fitness clothing,Ben Francis,1300000000.0,United Kingdom
2298,Banking,Lillian Teh Li Ming,1300000000.0,Malaysia
2298,Banking,William Teh Lee Pang,1300000000.0,Malaysia
2298,Finance,Lillyn Teh Li Hua,1300000000.0,Malaysia
2298,Banking,Diona Teh Li Shian,1300000000.0,Malaysia
2302,Golf,Tiger Woods,1300000000.0,United States
2303,Reebok,Paul Fireman,1300000000.0,United States
2304,Investments,Seth Klarman,1300000000.0,United States
2305,Pharmaceuticals,Gao Yi & family,1300000000.0,China
2306,Pharmaceuticals,Rao Wei & family,1300000000.0,China
2307,Supermarkets,Zhang Wenzhong,1300000000.0,China
2308,"Investments, real estate",Elena Baturina,1300000000.0,Russia
2309,Agribusiness,Shao Genhuo,1300000000.0,China
2310,Power equipment,Nan Cunhui,1300000000.0,China
2311,Pharmaceuticals,Premchand Godha,1300000000.0,India
2312,E-commerce,Qu Miranda,1300000000.0,China
2312,E-commerce,Charlwin Mao,1300000000.0,China
2314,Lighting,Ulrich Mommert & family,1300000000.0,Austria
2315,Flooring,Jeffrey Lorberbaum,1300000000.0,United States
2316,"Food, retail",Denis Shtengelov,1300000000.0,Russia
2317,Retail,Yuri Karptsov,1300000000.0,Russia
2318,Investments,Jahm Najafi,1300000000.0,United States
2319,Real estate,Lin Chang Su-O,1300000000.0,Taiwan
2320,Music,Taylor Swift,1300000000.0,United States
2321,Aircraft leasing,Martin Moller Nielsen,1300000000.0,Denmark
2322,retail,Alexander Mikhalskiy,1300000000.0,Russia
2323,Electric vehicles,He Xiaopeng,1300000000.0,China
2324,"Engineering, automotive",Syed Mokhtar AlBukhary,1300000000.0,Malaysia
2325,Retail,Michael Krasny,1300000000.0,United States
2326,Mining,Angela Bennett,1300000000.0,Australia
2327,software,Roy Mann,1300000000.0,Israel
2328,Electronics,Dong Zengping,1300000000.0,China
2329,Retail,Dmitry Alexeyev,1300000000.0,Russia
2330,Semiconductors,Sehat Sutardja,1300000000.0,United States
2331,Diversified,Youssef Mansour,1300000000.0,Egypt
2332,Building materials,Karl Knauf,1300000000.0,Germany
2332,Building materials,Christine Knauf,1300000000.0,Germany
2334,Soy sauce,Li Xuhui,1300000000.0,China
2335,Retail,Hisako Yamamoto,1300000000.0,Japan
2335,Retail,Junro Ito,1300000000.0,Japan
2335,Retail,Yasuhisa Ito,1300000000.0,Japan
2338,Health products,Myron Wentz,1300000000.0,St. Kitts and Nevis
2340,Software,Li Zhongchu,1300000000.0,China
2341,Stock exchange,Michael Spencer,1300000000.0,United Kingdom
2342,electronics,Wu Zhongyi,1300000000.0,China
2343,Money management,Thomas Bailey,1300000000.0,United States
2344,Soy sauce,Lai Jianping,1300000000.0,China
2345,Fast fashion,Richard Saghian,1300000000.0,United States
2346,Pharmaceuticals,Jin Lei,1300000000.0,China
2347,Real estate,Huang Chulong,1300000000.0,Canada
2348,Banking,Frank Holding,1300000000.0,United States
2349,Cosmetics,Artur Grynbaum,1300000000.0,Brazil
2350,Medical equipment,Liu Fangyi,1300000000.0,China
2351,"Utilities, real estate",Su Suyu & family,1300000000.0,China
2352,Coal,Kiki Barki,1300000000.0,Indonesia
2353,Manufacturing,Wu Chung-yi,1300000000.0,Taiwan
2354,Construction materials,Andrei Molchanov,1300000000.0,Russia
2355,Finance,Eugene Wu,1300000000.0,Taiwan
2356,Printed circuit boards,Huang Xiaofen & family,1300000000.0,China
2357,Internet,Wu Xushun & family,1300000000.0,China
2358,Convenience stores,Réal Plourde,1300000000.0,Canada
2359,Computer games,Markus Persson,1300000000.0,Sweden
2360,medical equipment,Cheng Zhenghui,1300000000.0,China
2361,Quartz products,Chen Shibin,1300000000.0,China
2362,Frozen foods,Josef Boquoi & family,1300000000.0,Germany
2363,Paper manufacturing,Zhang Yin,1300000000.0,China
2364,asset management,Hartley Rogers,1300000000.0,United States
2365,Real estate,Sam Tarascio,1300000000.0,Australia
2366,Investments,Alberto Alcocer,1300000000.0,Spain
2367,Tiles,Ashok Kajaria,1300000000.0,India
2368,Software,Shashishekar Pandit,1300000000.0,India
2369,Waste management,Fumio Kaneko,1300000000.0,Japan
2370,"Pharmaceuticals, diversified",Faruk Eczacibasi,1300000000.0,Turkey
2371,Battery separators,Paul Lee,1300000000.0,United States
2372,Mutual funds,Michael Lee-Chin,1300000000.0,Canada
2373,investments,John Phillips,1300000000.0,Canada
2373,investments,Catherine Phillips,1300000000.0,Canada
2375,Hospitals,Mehmet Aydinlar,1300000000.0,Turkey
2376,Media,Eleonora Berlusconi,1300000000.0,Italy
2378,Retail,Hisao Nagata,1300000000.0,Japan
2379,Media,Barbara Berlusconi,1300000000.0,Italy
